FALSE,Add Meter,AddMeter,AddMeter,RubyMeasure,,,,,
,argument,,Enter Meter Name,meter_name,Enter Meter Name,String,,Electricity:Facility,
,argument,,Reporting Frequency,reporting_frequency,Reporting Frequency,Choice,,hourly,"|detailed,timestep,hourly,daily,monthly|"
FALSE,Add Output Variable,AddOutputVariable,AddOutputVariable,RubyMeasure,,,,,
,argument,,Enter Variable Name,variable_name,Enter Variable Name,String,,,
,argument,,Reporting Frequency,reporting_frequency,Reporting Frequency,Choice,,hourly,"|detailed,timestep,hourly,daily,monthly|"
FALSE,Add Zone Cross Mixing Object,AddZoneCrossMixingObject,AddZoneCrossMixingObject,EnergyPlusMeasure,,,,,
,argument,,Receiving Zone,zone_name,Receiving Zone,Choice,,Thermal Zone 5,|Thermal Zone 5|
,argument,,Source Zone,source_zone_name,Source Zone,Choice,,Thermal Zone 1,|Thermal Zone 1|
,argument,,Design Flow Rate,design_level_si,Design Flow Rate,Double,,0,
FALSE,Add Zone Hvac Outdoor Air Unit,AddZoneHVACOutdoorAirUnit,AddZoneHVACOutdoorAirUnit,EnergyPlusMeasure,,,,,
,argument,,zone_arg_nameo_s,zone_arg_name.to_s,zone_arg_nameo_s,Bool,,FALSE,
,argument,,Supply fan total efficiency,fan_total_efficiency,Supply fan total efficiency,Double,,0.6,
,argument,,Supply fan pressure rise,pressure_rise,Supply fan pressure rise,Double,,929.1018101,
,argument,,Supply fan motor efficiency,motor_efficiency,Supply fan motor efficiency,Double,,0.9,
,argument,,Supply fan motor in airstream fraction,motor_in_airstream_fraction,Supply fan motor in airstream fraction,Double,,1,
,argument,,"Maximum airflow for outdoor air unitIf you want to autosize it, set it to -1",max_airflow,"Maximum airflow for outdoor air unitIf you want to autosize it, set it to -1",Double,m3/s,-1,
FALSE,Adjust Thermostat Setpoints by Degrees,AdjustThermostatSetpointsByDegrees,AdjustThermostatSetpointsByDegrees,RubyMeasure,,,,,
,argument,,Degrees Fahrenheit to Adjust Cooling Setpoint By,cooling_adjustment,Degrees Fahrenheit to Adjust Cooling Setpoint By,Double,,1,
,argument,,Degrees Fahrenheit to Adjust heating Setpoint By,heating_adjustment,Degrees Fahrenheit to Adjust heating Setpoint By,Double,,-1,
,argument,,Alter Design Day Thermostats,alter_design_days,Alter Design Day Thermostats,Bool,,FALSE,
FALSE,Air Loop Supply Temp Sensor Bias,AirLoopSupplyTempSensorBias,AirLoopSupplyTempSensorBias,EnergyPlusMeasure,,,,,
,argument,,Enter the name of the faulted AirLoopHVAC object with a SetpointManager at its supply air,airloophvac_choice,Enter the name of the faulted AirLoopHVAC object with a SetpointManager at its supply air,String,,,
,argument,,Enter the bias level,bias_level,Enter the bias level,Double,K,2,
FALSE,Air Terminal Supply Downstream Leak to Return,AirTerminalSupplyDownstreamLeakToReturn,AirTerminalSupplyDownstreamLeakToReturn,EnergyPlusMeasure,,,,,
,argument,,Enter the name of the faulted AirTerminal object,airterminal_choice,Enter the name of the faulted AirTerminal object,String,,,
,argument,,Ratio of leak airflow between 0 and 0,leak_ratio,Ratio of leak airflow between 0 and 0,Double,,0.1,
FALSE,Auto Size to Hard Size,AutoSizeToHardSize,AutoSizeToHardSize,RubyMeasure,,,,,
FALSE,Auto Size to Hard Size E Plus Version,AutoSizeToHardSizeEPlusVersion,AutoSizeToHardSizeEPlusVersion,RubyMeasure,,,,,
,argument,,EnergyPlus version in use,eplus_version,EnergyPlus version in use,Double,,8.2,
FALSE,Calibration Reports,CalibrationReports,CalibrationReports,ReportingMeasure,,,,,
,argument,,Electric NMBE limit,electric_nmbe_limit,Electric NMBE limit,Double,%,5,
